"","lon","lat","Dataset","Loc_ID","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ELONG","ISL_LS","ISL_ST","ISL_DIS","HABITAT","REALM","REALM_PK","DAT_TYPE","Source"
"70",-77.505,5.575,"CoelhodeSouza_Amazon","AMA-02",0.01,106,472,10,20388,13474.9169921875,25.5,25.9,89,940,25,69,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"71",-46.745,-1.835,"CoelhodeSouza_Amazon","AMD-01",0.01,138,536,10,15505,10479.6669921875,26.3,26.9,83,137,63,32,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"72",-68.765,-13.575,"CoelhodeSouza_Amazon","AMI-01",0.001,54,81,10,33479,14428.6669921875,25.2,26.2,73,247,51,29,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"73",-72.335,-0.405,"CoelhodeSouza_Amazon","ARC-10",0.001,42,89,10,25548,11725.5830078125,26.7,27.4,76,420,30,41,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"74",-72.315,-0.405,"CoelhodeSouza_Amazon","ARC-11",4e-04,16,66,10,25365,11658,26.6,27.3,76,422,29,43,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"75",-71.015,7.455,"CoelhodeSouza_Amazon","BAC-01",0.0025,44,133,10,28215,12771.8330078125,26.7,27.3,76,66,66,19,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"76",-71.025,7.465,"CoelhodeSouza_Amazon","BAC-05",0.0025,33,135,10,28522,12888.1669921875,26.7,27.2,77,66,66,28,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"77",-71.425,-11.895,"CoelhodeSouza_Amazon","BAR-01",0.01,209,816,10,34681,15293.1669921875,25.2,25.8,78,263,45,60,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"78",-55.215,4.925,"CoelhodeSouza_Amazon","BBS-01",0.01,123,635,10,25193,12620.75,24,25,77,289,41,96,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"79",-55.185,4.925,"CoelhodeSouza_Amazon","BBS-02",0.01,113,569,10,24566,12371.9169921875,24.2,25.1,76,287,41,292,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"80",-55.185,4.955,"CoelhodeSouza_Amazon","BBS-03",0.01,104,630,10,24403,12447.1669921875,24.1,25.1,77,288,41,247,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"81",-55.175,4.965,"CoelhodeSouza_Amazon","BBS-04",0.01,98,465,10,26279,13448.75,25.5,26.5,76,277,41,173,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"82",-55.205,4.995,"CoelhodeSouza_Amazon","BBS-05",0.01,112,515,10,26346,13435.75,26.5,27.4,77,267,41,80,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"83",-55.175,4.935,"CoelhodeSouza_Amazon","BBS-06",0.01,106,544,10,24804,12895.8330078125,25.4,26.3,77,274,41,241,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"84",-55.125,4.915,"CoelhodeSouza_Amazon","BBS-07",0.01,104,458,10,24590,12769.6669921875,26.7,27.7,77,262,41,36,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"85",-55.135,4.925,"CoelhodeSouza_Amazon","BBS-08",0.01,97,555,10,21636,10919.5,26.7,27.6,77,263,41,39,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"86",-77.065,3.975,"CoelhodeSouza_Amazon","BCA-01",0.001,65,94,10,23424,19375.25,26,26.3,90,1078,29,40,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"87",-73.475,11.145,"CoelhodeSouza_Amazon","BCU-01",0.001,26,63,10,28504,11284.25,24.2,24.8,82,61,72,365,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"88",-60.095,-2.345,"CoelhodeSouza_Amazon","BDF-01",0.02,383,1689,10,25155,12048,27,27.6,83,378,32,53,2,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"89",-59.845,-2.425,"CoelhodeSouza_Amazon","BDF-03",0.01,298,793,10,24069,11917.8330078125,27,27.6,82,356,33,39,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"90",-59.845,-2.435,"CoelhodeSouza_Amazon","BDF-04",0.01,316,934,10,23939,11698.8330078125,26.9,27.6,83,355,32,51,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"91",-59.855,-2.415,"CoelhodeSouza_Amazon","BDF-06",0.03,487,2549,10,24525,11785.8330078125,27,27.6,82,358,32,53,1.2,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"92",-59.895,-2.405,"CoelhodeSouza_Amazon","BDF-07",0.01,302,862,10,23936,11766.9169921875,27,27.6,83,362,32,70,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"93",-59.845,-2.405,"CoelhodeSouza_Amazon","BDF-09",0.01,290,759,10,24703,11959.75,27,27.6,82,357,33,42,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"94",-59.855,-2.395,"CoelhodeSouza_Amazon","BDF-10",0.02,461,1670,10,25024,12122.75,26.9,27.5,83,361,33,42,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"95",-59.845,-2.385,"CoelhodeSouza_Amazon","BDF-11",0.03,505,2203,10,24364,11964.0830078125,26.9,27.5,83,361,33,58,1.2,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"96",-59.845,-2.395,"CoelhodeSouza_Amazon","BDF-12",0.02,438,1492,10,24280,11772.9169921875,26.9,27.5,83,359,33,50,2,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"97",-59.905,-2.405,"CoelhodeSouza_Amazon","BDF-13",0.09,637,6527,10,24275,11853.0830078125,26.8,27.4,82,364,32,51,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"98",-59.965,-2.365,"CoelhodeSouza_Amazon","BDF-14",0.01,296,827,10,25226,12195.75,26.9,27.5,83,373,32,54,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"99",-64.585,-16.535,"CoelhodeSouza_Amazon","BEE-01",0.01,93,669,10,32480,12428.1669921875,25.2,27,63,365,50,18,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"100",-79.865,0.615,"CoelhodeSouza_Amazon","BLS-01",0.001,34,76,10,9656,42096.41796875,24.8,25.5,75,151,65,158,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"101",-60.155,-2.645,"CoelhodeSouza_Amazon","BNT-01",0.01,153,720,10,24143,11868,27,27.6,82,317,35,41,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"102",-60.145,-2.645,"CoelhodeSouza_Amazon","BNT-02",0.01,154,815,10,24376,12136.25,27.1,27.8,82,315,34,53,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"103",-60.145,-2.625,"CoelhodeSouza_Amazon","BNT-04",0.01,154,785,10,23708,11731.4169921875,27.1,27.8,82,315,34,55,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"104",-60.165,-2.625,"CoelhodeSouza_Amazon","BNT-05",0.01,135,632,10,24351,12130.4169921875,27,27.6,82,319,35,49,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"105",-76.485,-0.705,"CoelhodeSouza_Amazon","BOG-01",0.01,242,743,10,28828,11634.0830078125,25,25.4,86,639,16,87,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"106",-76.475,-0.705,"CoelhodeSouza_Amazon","BOG-02",0.01,272,930,10,28954,11897.1669921875,25,25.4,86,636,16,90,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"107",-65.905,2.835,"CoelhodeSouza_Amazon","BRP-01",0.001,37,96,10,25647,11256.0830078125,26.8,27.2,87,449,38,21,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"108",-73.205,-4.245,"CoelhodeSouza_Amazon","BVA-01",0.005,39,435,10,27434,12531.8330078125,26.5,26.9,84,471,22,18,2,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"109",-69.115,-12.035,"CoelhodeSouza_Amazon","CAG-01",0.001,31,53,10,33451,13332.5,24.9,25.9,69,155,54,19,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"110",-69.105,-12.035,"CoelhodeSouza_Amazon","CAG-02",0.001,32,76,10,33178,13300.75,25,25.9,69,154,54,38,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"111",-69.105,-12.025,"CoelhodeSouza_Amazon","CAG-03",0.001,25,78,10,32961,13174.75,25,25.9,69,154,54,32,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"112",-69.145,-12.105,"CoelhodeSouza_Amazon","CAG-05",0.001,43,58,10,32954,13203.9169921875,25,25.9,70,161,54,44,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"113",-69.185,-12.095,"CoelhodeSouza_Amazon","CAG-06",0.001,24,51,10,32919,13139.3330078125,25,25.9,70,164,54,38,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"114",-69.145,-12.165,"CoelhodeSouza_Amazon","CAG-07",0.001,31,48,10,33387,13149.0830078125,25,25.9,71,165,54,28,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"115",-69.125,-12.175,"CoelhodeSouza_Amazon","CAG-08",0.001,42,62,10,33373,13130.25,25.1,26,70,165,54,47,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"116",-69.115,-12.125,"CoelhodeSouza_Amazon","CAG-09",0.001,33,54,10,33957,13644.0830078125,25,25.9,70,161,54,38,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"117",-69.045,-12.165,"CoelhodeSouza_Amazon","CAG-10",0.001,26,75,10,32899,13152.8330078125,25.1,26,70,158,55,20,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"118",-69.045,-12.175,"CoelhodeSouza_Amazon","CAG-11",0.001,21,57,10,33556,13434.75,25.1,26,70,158,54,48,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"119",-70.065,8.695,"CoelhodeSouza_Amazon","CAI-01",0.0025,40,204,10,19749,20747.75,27,27.7,75,39,72,19,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"120",-66.475,2.025,"CoelhodeSouza_Amazon","CAS-01",0.01,105,629,10,24858,10979.25,26.6,26.9,91,537,29,17,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"121",-66.485,2.315,"CoelhodeSouza_Amazon","CAS-02",0.01,73,672,10,24837,10753.1669921875,26.6,27,90,529,32,22,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
